helpfulCounts,ratings,reviewText
"3684","5","I had read on here that people were having trouble with the cookie being too thin, so I added a 1/2 cup more flour, and also 1/2 more peanut butter. the cookie came out great! also added 1 teaspoon vanilla."
"2087","5","This is an excellent recipe. My family likes peanut butter cookies to be a little softer/chewier so I increased the flour by 1/4 cup and also added 1/4 cup more peanut butter. Also, I baked them on 350 for about 9 minutes or so- but watch carefully not too over bake them! They were just soooo good!"
"1753","5","Thank you Shirley! This is a fabulous recipe. After reading some very helpful comments, I made a few minor changes. Increased peanut butter to 1 1/2 cups, added an additional 1/4 cup flour, baked at 350 degrees for 9-10 minutes. After forming the dough into balls, I dipped them in sugar and with sugar side up, gently created a criss-cross pattern on top. The cookies are well balanced--crispy edges, chewy centers. Delicate peanut butter flavor. My whole family loved them!!"
"576","5","These cookies were for sure the best Peanut Butter cookies I ever made. I too added just a little more flour and a little more Peanut Butter. I made 2 dozen cookies with them and they were a hit. I made them super soft and gooey. Pull them out of the oven even when they are soft, and let them cool, they will be just the right crispiness on top but soft on the inside. I think I baked my cookies for about 6 or 7 minutes.   Good luck and enjoy!"
"527","4","Very good cookies with just a little tweaking. I added 1 tsp. of vanilla and, because I like my peanut butter cookies very peanut buttery, an additional cup of peanut butter. Just for something a little different I threw in a package of chocolate/peanut butter swirl chips. Because the dough is made with butter, chill the dough till somewhat firm and you won't end up with thin cookies...no need to add more flour!"
"462","5","I love these cookies! I was out of crunchy PB, so I used creamy, also didn't have unsalted butter, so used the salted and left out the 1/2 tsp. salt. Also, mine took exactly 10 minutes to bake. My kids loved them!!"
"296","4","As is the recipe is 4 stars. I would have given it 5 stars if I hadn't had to make some changes. I followed the suggestions of others and added 1/4 c. extra flour and 1/4 c. extra peanut butter, and put 1 t. vanilla in. I rolled them in sugar before pressing with a fork. I baked them at 350 for 9 minutes. Thanks for a good base recipe."
"208","5","This is a great recipe! My recommendationns are as follow: Cook for 8 minutes on 350. Add 1/4C more peanut butter. Don't flatten the cookies down too much unless you want a crunchy cookie. Substatute a small amount of oil for butter for a more moist cookie. And of course....add a couple handfulls of chocolate chips! This recipes was really delightful!"
"198","3","Ok, to start, the flavor of these cookies is phenomenal. Absolutely delicious. The problem is, you definitely should make these cookies a couple of times before you plan on taking them to any parties. My first try resulted in underdone peanut butter pancakes, and overdone peanut butter frisbees. The cookies flattened out literally to be about an eighth of an inch thick. Not cool. They also spread so wide, that I had beautiful octagonally shaped cookies after I had cut them all apart. After shoving the dough back into the fridge for few days due to frustration, I tried again, and discovered a few changes that make for better cookies. They still don't look like the ones in the picture, but oh well. For one, cool the dough longer than an hour. Three days is perhaps a bit long, but definitely give it a good, solid amount of time in the fridge. Next, don't squish the balls done with a fork. The melting butter and peanut butter doesn't need any help going flat. There aren't any cute fork imprints, but after your cookie has turned into a manhole cover, you don't see the fork marks anyways. Third, after baking, the cookies are going to be really squishy. You're going to think they're not done. Take them out anyways, and carefully move them from the hot baking sheet to a cool, flat surface (like plates, not racks!!). The cookies will cool and be nice and soft, but will harden a bit too, so you can actually eat them. I also added white chocolate chunks, which was yummy."
"185","5","I have been using this recipe since I was a litle girl and first began baking! My best friend's Mom made them for us and I thought they were the best cookie around. My 'twist' to the recipe is rolling each ball in granulated sugar before flattening with a fork and baking. It really adds to the final results and everyone loves them."
"179","4","I creamed the butter, peanut butter, and sugar with my hands. I also tried to beat the eggs with my hands. The hardest part though was sifting and stirring the flour into the mix with my hands.  My mix turned out really lumpy and dry and I couldn't get it to make balls. It just crumbled out of my hands when I rolled them together like sand.  Don't worry if you also do this! I found a way to fix it!  Just add a qaurter stick of melted butter and a little dribble of milk.  The cookies turned out crappy still. But if you like crappy cookies then this is a life saver!"
"54","4","I've been making this recipe for over 4 years now, and people consistently ask me to bring these to gatherings. I do make a few changes as recommended by others, and have it down to a science now. Here are my changes: Use 1/2 cup extra flour use 1/4 cup extra peanut butter - CREAMY to balance the crunchy portion add one overflowing tsp vanilla bake 9 minutes instead of 10  Perfect."
"31","5","This is a great old fashioned recipe. They are crispy yet chewy and great with crunchy peanutbutter. I added 1 tsp. of vanilla to the recipe. Just like grandma used to make. I made them in about 1' balls (using a melon baller) and flattened with a fork in a criss cross pattern. Made about 6 dozen medium sized cookies."
"25","5","The best peanut butter cookies I have ever made. Putting the dough into the fridge is a must! I even made sure to put it back in to the fridge between batches, otherwise it gets too gooey to roll into balls for baking. Even the raw dough was delicious! I almost made myself sick eating the leftover dough and the hot cookies from the oven. Will make these time and time again!"
"22","5","SOFT CHEWY peanut butter cookies. Amazing. I'm always reluctant to bake PB cookies because so often they're dry and hard. This recipe is brilliant. I made very few changes, just up'd the peanut butter to 1.5c per others recommendations. I'm a sucker for extra decadent, so I threw in a bag of PB chips and a cup chopped roasted peanuts. Not necessary but gave it an extra dose of peanutty goodness. Really though, you can't go wrong with this one!"
"21","5","So great! I followed other commenter's suggestion of adding 1/4 cup more flour and 1/2 cup more peanut butter. Also if you have trouble with flat cookies, make sure baking soda is fresh! It goes flat after 30 days or so. I also cooked at 350 for 9 minutes and that worked perfectly."
"18","5","The perfect beanut butter cookie! YUMMM!! I make these up every year to go in my cookie platers for friends and family. Everybody loves them."
"17","5","followed a few reviewer's advise and added 1/2 cup extra peanut butter....I also usd salted butter so I did not add the extra in the recipe. I also used creamy peanut butter instead of chunky. Baked for 10 minutes for chewy cookies...delicious!!!! :o)"
"17","1","these were more like cake cookies, and the peanut butter taste was not nearly strong enough for me...i don't understand how this got so many good ratings. i will not make this again."
"16","5","An excellent peanut butter cookie recipe! I made this exactly as written. The dough tasted totally amazing, lol. The cookies were awesome too. Nice and crisp with an excellent peanut and butter flavor. This is going to be my go-to peanut butter cookie recipe...thanks for sharing!"
"15","5","Can we say Wholesome goodness. On 1-15-03 I had a massive craving for peanut butter cookies. So I tried this recipe...if I could rate this with 10 stars I would. I'm still making them. Move over Betty here comes Shirley! On the gay scale of 0-10 fingersnaps...it gets 20! You go GURL! Just hope the boyfriend doesn't find the batch I stashed. Oh and these were never crumbly, or burnt on the bottom,just in for 10 minuntes no longer, no later! FABULOUS!!! BUT GET SOME STRONG MAN TO MIX IN THE DRY THINGS INTO THE PEANUTBUTTER/BUTTER...CAUSE MY DELICATE ARM ALMOST FELL OFF...;)"
"14","5","Following the reviews, I added about a quarter cup to a half cup of extra peanut butter and of flour plus a teaspoon of vanilla and used smooth peanut butter since I don't keep crunchy on hand. The cookies got rave reviews.  I took them to work as well as to a girls' night and people were very happy with them. I separated them into half batches - one of which I had in the fridge for barely an hour and the other which was in for 24 hours - both turned out well!   Additionally, I baked the first batch a tad under the suggested time (as my oven burns hot) and they were soft for days. The second batch I baked to recommendations and they were much firmer and were crumbly biscuit cookies (though not hard) the next day so depending on what kind you want, watch the baking time!"
"13","5","I have made peanut butter cookies MANY times, but the recipe that I always use is in storage. So, I decided to try this one, and it was really good! I only made half a batch, because we were low on peanut butter. And, I used all natural creamy peanut butter. I also added a half tsp. of vanilla. I didn't refrigerate the dough at all, and didn't really feel like I needed to. It was easy enough to work with. I made them a little on the small side, and rolled the balls in sugar before my 4yo made the criss-cross pattern with the fork. Then I baked them for 6 minutes and let them cool a minute on the pan before removing them. The cookies didn't spread too much like a lot of peanut butter cookies do, and I liked that. They are nice and crisp on the outside and chewy on the inside- everything a peanutbutter cookie should be! Other reviewers said that these needed more flour and more peanut butter. I disagree. I think the amounts were spot on. Perhaps their cookies thinned out too much because they flattened them too much while making the criss-cross pattern? This is a VERY GOOD peanut butter cookie recipe and I know I will be making them again and again."
"13","5","Fabulous cookie recipe! I used creamy peanut butter and salted butter because that's what I had on hand. I did add a scant 1/4th teaspoon of salt. I used brown sugar only, 2 cups. I refigerated the dough as directed and had no problem with over spreading. I made these cookies large. My husband who is very picky loved them. Surprise! Surprise!"
"12","4","these are really good peanut butter cookies. ihad to add about 1/2 a cup of water beacause they were a bit dry."
"12","5","These cookies have a crunchy but soft texture. I am nine years old (my mom supervised me!) and I do not like a lot of things but these are the best!!!! We did use only 3/4 cup of each sugar, which mom liked. We added 1/2 cup more of flour and peanut butter as others suggested. Mom says probably do not need the extra 1/2 cup of flour, that makes them a bit too crumbly."
"11","1","The portions on this recipe are all wrong. I made this exactly as stated and, first of all, it made way more than 24 cookies. Second, the flavor of these was just not there and the texture was not good. Waste of good ingredients."
"11","5","These cookies are amazing. Don't forget to put a slice of bread in with your cookie tin or jar to keep the cookies moist. YUM!"
"11","5","My new favorite Peanut butter cookie recipe!"
