helpfulCounts,ratings,reviewText
"1333","5","WOW!  I made this two times - once exactly according to recipe, and second with a few alterations.  The recipe version was fantastic, and I did not think it was too sweet. It was very rich, and I thought there was a strong cool whip flavor, and not enough chocolate. Nonetheless, it was delicious and everyone agreed.  The second time I followed some suggestions here, and the dessert won me first place in a contest this weekend! I mixed the pudding and water, and in a separate bowl whipped 1/2 pint heavy cream and 3 tbsp sugar, then folded in the cream with the pudding/water. I also did use the french vanilla cool whip in place of the plain (12 oz). So, I layered brownies, caramel, heath toffee bits, chocolate whipped cream, and french vanilla cool whip. Repeat!  It was PHENOMENAL. I had so many requests for the recipe, and I saw numerous people going back for 2nds and 3rds. It was a major hit, and will be a staple dessert dish for me!  Thank you!!"
"516","5","This review is a little late but this recipe is EXCELLENT! I made it first for a fake thanksgiving a week early with family that was going out of town, it was very good, but I don't like whipped topping and I found it had entirely too much of that. So i made it again for Thanksgiving the next week and it was soooo amazing! But I made a few adjustments... in the brownie layer I addred about half a bottle of caramel topping (as you would use on ice cream) in the brownie pan before it went into the oven. (really good...) then in the pudding layer, instead of folding in the whipped topping, i bought half a pint of heavy whipping cream and whipped that for about 10 minutes myself and then folded that into the pudding. It made such an incredible difference. The pudding tasted so mych richer, like custard, instead of fluffy like whipped topping. I also added bailey's in the pudding and cut strawberries, chocolate chunks - per my husband's request, and toffee bits, which made it look so pretty. But you can add pretty much anything you want and it still tastes EXCELLENT! EVERYONE who tried it loved it and my mother-in-law asked for the recipe, along with everyone else. Always nice to confirm that her son didn't make a mistake marrying me:-) YOU HAVE TO TRY THIS DESSERT, YUMMMMM!!!!!!!!!!!!!"
"352","5","This is now known among our friends as 'The Dessert'. Before every party, I'm asked if I'm bringing 'The Dessert'. It is so good! I use the brownie mixes that have some sort of chunk in them (ie. triple chocolate chunk brownies, chocolate peanut butter cup). I also whip up one cup of heavy whipping cream and add that to the condensed milk/water/pudding mix instead of using cool whip. I think this helps to make sure the sweetness isn't overdone. And for the cool whip layer, I use French Vanilla flavor instead of plain, because it gives the whole dish more flavor. You have GOT to try this, and try it my way because like I said, it's getting quite a cult following!"
"314","2","I had great expectations for this recipe which has such high reviews. I wasn't impressed with the 'synthetic' taste of instant pudding and cool whip. It was too sweet and had a syrupy, filmy mouthfeel. I think it would be worthwhile to use cooked pudding, cooled of course, and real whipped cream which can be prepared simply by beating 1 cup of cream with 1/4 cup powdered sugar and 1/2 teaspoon of vanilla."
"164","5","This is an easy, delicious, and pretty dessert. If you opt to use a trifle bowl as opposed to a regular glass bowl, you might want to third the brownies and pudding mix instead of half them for the layers. Trifle bowls are tall, and you will run out of brownies for more than two layers. Also, I topped this with mini chocolate chips instead of shaved chocolate. A lot easier."
"154","4","This was an excellent and attractive dessert! I used fudgy brownie mix (be sure not to use the mix you pour the chocolate syrup in yourself or the brownies will be too gooey for the trifle). I gave it four stars because I didn't use the 8oz frozen whipped topping in the pudding mixture. As other reviews advised, I whipped 1/2 pint heavy whipping cream and folded that in the pudding mixture instead. I think it's better this way to avoid the dessert being TOO SWEET! This is a great recipe, and I will definitely make again...but I'll be making it my way."
"97","5","So tasty and so easy to make! I brought this to a neighborhood holiday party and everyone loved it.  I refrigerated the pudding after I mixed it with the water, condensed milk and cool whip. It thickened it up and made it easy to spread into a nice layer. (Also made for yummy clean-up with a spoon for my 5 year old!) And instead of cutting the brownies into 1 inch squares, I wound up crumbling them with my hands to provide smaller bite-size pieces. I also garnished the top with fresh raspberries. It was delicious!  I wonder how it would be if you substituted some Bailey's for the water? ;) I'll bet strong coffee would also be good in place of the water. I think I'll try some variations in the future."
"82","5","I needed a quick, easy dessert that would please a large group of people, each with their own picky tastes. Who wouldn't love this? They all did. :) This is a safe and pretty dessert. Pleases just about everybody, and is fool proof to make. I topped this with Heath Bars."
"75","5","Very good dessert. Light and easy to prepare. The next time I will try choclate cake instead of brownie mix. I think I will like the texture of the cake part better. My family loved it."
"71","5","This was absolutely delicious! I substituted bailey's irish cream liquer for 1/4 cup of the water. Yum!!!"
"26","5","WOW!!! I made this recipe with using some recommendations from other reviewers. Used heavy whipping cream instead of cool whip in pudding mixture and added toffee pieces on top of brownie layer. topped with pieces of crumbled brownie. presented so well and was so rich and tasty! everyone loved it at memorial day party i brought it too!!! (UPDATE: for easier cutting of the brownies, i inverted brownies out of pan onto cookie sheet after about five minutes out of oven and cut into one inch squares with a pizza cutter! so much easier)"
"25","5","I have been making a version of this for YEARS, and every time there is a get-together, I am asked to bring this. If you make the mousse first, and let set up in the fridge for a few hours or overnight, it whips up and becomes a lot creamier. Then I layer it with brownies, whipped cream, a jar of Mrs. Richardson's caramel topping, and chopped pecans. You end up with a turtle trifle that is to DIE for!"
"24","5","Yum. Made this for a family BBQ dessert and it was fabulous. Will definately be making again, especially when I need to impress. It turned out EXACTLY like the picture...thanks a bunch."
"23","5","I have made this dessert at lease 5 times and it still is one of our favorites!! I follow the recipe exactley as stated. The only thing I change is the decoration on the top (according to the holiday/event) Make & enjoy!!"
"20","5","First of all, the Ingredient changes I made are as follows: I bought Smucker's Caramel Sundae Syrup, Heath Toffee Bits, heavy whipping cream, and I also used the French Vanilla Cool Whip in place of the plain (12 oz), and deleted the 8oz Cool Whip. Everything else was the same. I baked a regular brownie package in a 7x11 dish to make the brow nies come out thinner for layering. Then in a separate bowl I whipped 1 cup of heavy cream until stiff peaks. I mixed the pudding, water, and condensed milk thoroughly in another bowl then folded in the cream with the pudding/water mix. In a triffle bowl I layered brownies (just cut & crumbled to make them fit), caramel, chocolate whipped cream, french vanilla cool whip, and then Heath toffee bits; Repeat! This was a MAJOR hit with everyone...especially the kids!! I'm adding this one to the recipe box...EASY & DELISH!"
"18","5","It was a very good recipe. Very easy just plan 9 hrs before you serve it. All said though ,It was very VERY sweet. So sweet that half was definitely left on the plate from even my most chocolate chocolate lovers. The Espresso of desserts Id say! next time I will make real thin brownie layers. (mine were very thick and had walnuts)I might even try to make more of a mousse instead of the pudding and condensed milk so the sweet will be more balanced. We didnt have coffee with it,but every one did mention that 'its a coffee desert'. We made it for a birthday cake and it was a little much but it is a very unique recipe and if your having a very special occasion at night drinking coffee Id say it would be a real winner. Remember only small portions a little goes a long way. Im talking no more than a 3 x 4 inch pile or slice or what ever you want to call it. Thanks for the recipe its opened up a new avenue in desserts"
"16","3","I made this for my mom's birthday. She is the ultimate chocoholic and has an almost insatiable sweet tooth. As I usually do when I make a recipe here, I asked the family how they would rate this...with a mouthful of trifle, my mom mumbled '15!' and my kids agreed. So why did I only give it 3 stars? Because what I ended up with was quite different from the recipe thanks to the comments here. First, I used real whipping cream instead of cool whip. I used only 1/3 cup sweetened condensed milk plus 1-2/3 cups milk to prepare the pudding and folded in UNSWEETENED whipped cream. For the rest of the cream, I lightly sweetened it and added a generous amount of vanilla. I layered the trifle as directed except that I added a layer of crushed oreo cookie crumbs between the first mousse/cream layer. It was RICH but not overpoweringly sweet and sickly. I left the remaining trifle with my mom and she's a happy camper."
"14","1","It was MUCH too sweet for our taste. I think making your own whipped cream and leaving out the sweetended condensed milk would make a big difference."
"14","5","When I made this recipe, i used fat free brownie mix, fat free cool whip, fat free & sugar free pudding and low fat condensed milk and it was FANTASTIC! you'd never know it was lo-fat."
"13","5","I've made this a few times and it is def a crowd pleaser. Of course I change it around each time and the one that got the most reviews is- I use homemade brownie layer, Hershey's chocolate mouse layer (recipe from this sight), and last fresh whipped cream (2cups heavy cream, 3/4 cup sifted confectioners sugar and a squirt of vanilla-whip in chilled bowl with chilled wisk or paddles) and WOW talk about rich, sweet and delicious! You really have to be a chocolate lover for this. I've made with the pudding layer and cool whip and it is still very very tasty. But nothing beats fresh whipped cream. Next time I'll toss in cherries or strawberries for a fruity taste. Thanks"
"12","5","For Halloween, I used some finely crushed Oreo cookies on top to look like dirt, some Milano cookies for headstones, and cut-out sugar cookies dipped in white chocolate for ghosts. I finished it off with a brown/purple/orange mixture of sprinkles. It was a big hit! I like to call this 'Chocolate Graveyard Trifle.' =)"
"12","5","Yummy, good for a quick chocolate fix.....I chilled mine while we ate dinner, it didnt need to chill for 8 hours."
"11","5","This was so yummy! I can see why awards were won on this recipe. I followed the suggestions of Roxanne323 and did the following.   1. Prepare brownie mix according to package directions and cool completely. Cut into 1 inch squares. 2. In a large bowl, combine pudding mix and water, and in a separate bowl whipped 1/2 pint heavy cream and 3 tbsp sugar, then fold in the 8 oz container frozen whipped topping with the pudding/water. Because I the french vanilla cool whip was discontinued, I found another recipe for Vanilla Chantilly Cream. Whip on high in a mixer 4 c of heavy whipping cream, 4 tbsps sugar, 2 tsps vanilla until soft peaks form.  3. In a large bowl or glass serving dish, layer brownies, caramel, heath toffee bits, chocolate whipped cream, and french vanilla cool whip. Repeat. Then on top sprinkled a few more toffee bits. Yum was this good."
"10","5","I've made this a few times; each time I'm the hit of the party! Ha! Brownies must be cold or it gets a little soupy, learned that the hard way. Yum!"
"10","5","This was DELICIOUS! I added caramel in the layering to satisfy ALL of my cravings Very easy and very yummy!"
"9","4","Really yummy! I made a couple substitutions. I actually used all whipped cream since I couldnt find the whipped topping with any bad stuff in it. I didnt use that much whip cream. I also didnt have time to make it with brownie so I used chocolate pound cake. I topped it with strawberries. It was delicious-very decadent though!"
"9","5","I make this recipe all the time to take to gatherings, with a few changes. After the brownies have baked, I drizzle them with apox. 1/4 cup kahlua, and instead of chocolate on top, I sprinkle with chopped toffee candy bars like skor or heath."
"9","5","This dessert is always requested at our family get togethers. I always make it with chocolate cake. It tastes better if you make it a day before, which makes it so convenient. I make mine with skor or heath bars (which I unwrap and place in a ziplock and freeze for 20 min, to make chopping them up easy). You can't go wrong with this dessert, and it is a good basic to add variations according to your family and friends likings. ***I recently made this again with the following variation: Chocolate Creme de Menthe Trifle. Instead of Heath Bars, I bought a bag of chopped Andes (found in baking aisle) and put them over the whipped cream layers. Then I bought a box of Andes and put the whole pieces of Andes in a arrangement on top (so the guests would know what type of trifle it was). It was delicious! For Christmas I will be making a Peppermint one. There are so many options!"
"9","4","This is a real attention-getter! I tried using real whipping cream for the layers, but I should have used two instead of only one. It didn't have the height that cool whip provides. I found it interesting that the pudding layer changed consistency and became whipped rather than blah when refrigerated for awhile. Next time I will try putting fruit between the layers...I bet it will be fabulous!"
"9","5","This was wonderful and gone w/i minutes but I found it to be a little too sweet. I may try a previous reviewer's suggestion and use heavy cream rather than Cool Whip."
"9","5","Talk about a choholic's dream! Most of my chocolate lovers couldn't get enough. Some of my guests who aren't into chocolate thought it was a bit sweet and too rich. I even added my favorite raspberry sauce from this site between the layers. I felt that the tartness would cut the sweetness of the chocolate. Also I cut the whipped cream in half. Thanks for sharing, Wayne. This is a keeper!"
"9","4","This is a easy & delicious recipe. BUT it's even better (to us) if you (1)layer brownies, (2)chocolate pudding mix (made according to pkg directions), (3) then Heath toffee bits, (4) then Cool Whip, and repeat! Top with shaved chocolate! YUMMY!!"
"8","4","I made a few alterations as I read all the reviews and chose to do it the way the very first review appears after the recipe. I whipped up a batch of heavy whip cream and mixed it with the chocolate pudding, which by the way 1/2 cup of water to pudding makes it waaayy too sticky and hard to mix, so the next batch I added 1 whole cup of milk. Anyway, I did it like this: brownie, caramel, choc pudding/cream, cool whip, choc pudding/cream, then layered whip cream on top. I didn't continue with the cool whip cause to me cool whips nasty and I just couldn't bring myself to top it off with it so real whip cream I did. It tasted really good and I am glad the way it turned out. Next time and there will be a next time, I am going to use chocolate mousse, (theres a great recipe on allrecipes, amazing, its my go to for mousse always!) and white chocolate mousse, and keep the whip cream and the caramel."
"8","5","I have been making this recipe for years. It is always a crowd pleaser. Definately best made the night before. I also have substituted Irish Cream and pepermint liquour for water when taking to adult only affairs."
"8","5","I made this for book club and my family. I got rave reviews! I used a homemade brownie recipe which people said made a difference. I also mixed the pudding with 1/2 c. water, condensed milk (fat free), and then 1/2 c. milk. It still tasted great without as much sugar. Whipped topping was also fat free. Very rich and delicious!"
