helpfulCounts,ratings,reviewText
"5826","4","#1) Bake cake as directed. #2) Let the cake COOL for at least a half hour! Don't mix in the frosting while HOT! You will get a gooey, albeit yummy, mess!  #3) I used a handmixer to mix the cake and frosting. I used a dark chocolate cake and cream cheese frosting.  #4) Put this mixture in the refrigerator, covered, for at least 3 hours but I did it overnight and it was perfect.  #5) Using your hands, roll the balls bite size. I used a foil covered cookie sheet because I was out of wax paper. Wax paper is preferred. #6) Stick the balls in the freezer for an hour. #7) Melt up whatever chocolate you prefer (i buy my chocolate at a mennonite bulk foods store as I can't stand that melting bark stuff they sell at the grocery, yuck!!) 8) Using a toothpick, pick up the balls and dip in the chocolate. Using a second toothpick in the other hand help the ball slid off the toothpick. NOTE:If your balls fall off the toothpick into the chocolate they are not frozen enough.  9) Place in refrigerator to set. 10) Enjoy, these are SUPERB!!!!!!!!"
"3371","5","These are great!!! And so easy!!! I see some members say they take hours to make (like one says 7....NOT!!! ) If you follow the instructions they are not that hard!!! Here's some of the variations I have used: Variations/flavors:  • White cake mix and mint chocolate chip icing - Dipped in chocolate confectioners coating. • French vanilla cake with white chocolate almond icing. – Dipped in chocolate confectioners coating. • Red velvet with cream cheese icing and vanilla confectioners coating. • Red velvet with cream cheese icing dipped into milk chocolate coating. • Chocolate cake, milk chocolate icing, dipped into chocolate bark. • Lemon cake with lemon frosting and dip them in whit chocolate. • Lemon cake mixed in white chocolate chips and lemon frosting, dipped in white chocolate. • Spice cake with cream cheese frosting and coated them with white chocolate coating. • Cherry chip cake mix and cream cheese frosting dipped in white chocolate. • Fudge cake, mixed in peppermint chips and fudge frosting. Dip in dark chocolate. • Chocolate fudge cake mix and coconut pecan frosting dipped into chocolate. • Chocolate cake, butter cream icing, and dark chocolate coating. • Chocolate cake/chocolate icing and dipped into raspberry/chocolate chips are melted with a bit of oil. • German chocolate cake mix with coconut pecan frosting & dipped in melted semi sweet chocolate chips. • Strawberry with vanilla frosting, dipped in chocolate. • Carrot cake with cream cheese frost"
"1825","5","I have been making this item for about 1.5 years and am doing them for Christmas this year. I find it easier to dip if the prepared balls are refrigerated for about an hour, and dip them using an old Easter egg dye dipper instead of toothpicks (it wastes less chocolate and there is no fighting to get it off the toothpick).  I am making smaller balls (half of the mellon baller) and made 26 dozen from 3 cakes. One batch is with a white cake mix and mint chocolate chip icing and the other with a french vanilla cake with white chocolate almond icing; both dipped in chocolate confectioners coating.  My all time favorite though is red velvet with cream cheese icing and vanilla confectioners coating."
"905","5","These are so delicious! I used German chocolate cake mix and pecan coconut frosting and dipped them in chocolate almond bark. I crumbled the cake right after it came out of the oven, so it was still quite hot, but I believe that is one of the things that make it really stick together. Also make sure you crumble it into tiny crumbs. Whenever I ran into a big chunk the ball refused to form and would only crumble. I then froze the balls solid before dipping. I melted the bark in a 4 cup Pyrex measuring cup, dropped one ball in at a time, lifted it out on a fork, and scraped it back onto the cold cookie sheet with another fork. They came out beautiful and by placing back on the cold cookie sheet, the chocolate hardened in about 15 seconds. I can't wait to share this recipe with all my family!"
"829","5","These things looked freaking awesome!!!! Mine also took an entire package of chocolate bark. I used milk chocolate cake, milk chocolate icing and the chocolate bark. It was divine. I had no problem with them holding together and I used my Pampered Chef scoop to make my balls uniform in size. I also used my egg seperator to dip them, it worked like a charm and the excess chocolate dripped right through. Betty Crocker makes a product called drizzlers, they are in a microwaveable pouch and come with a tip attached. I bought one of these in the white icing and after the chocolate dip dried, I drizzled the white all over and they were beautiful! I had little foil papers to put them in when they dried and they looked like they could have been made professionally! Well worth the time and effort!"
"693","4","This recipe just couldn't be easier. I read all the reviews and followed others' advice.   1) Trim off the edges of the cake to make it easier to crumble.  2) Mix in the frosting when the cake is still warm. You may only need half a container of frosting. 3) Use a cookie scoop to round your balls. 4) Freeze the balls for at least 2 hrs so they're firm enough to handle (plus it makes the chocolate dipping that much easier). 5) Use a skewer for dipping and since the balls are frozen, the chocolate hardens pretty quickly.  I've made german chocolate and chocolate mint versions (just add peppermint extract to the frosting). It was a hit with all my coworkers. Definitely a keeper!"
"539","5","I made my cake last night. When i got home from church i cut the cake into about 2in pieces and put them all in my kitchen aid. I put the icing in the micorwave for 25 seconds, (just long enough to soften it and not make it runny) to make it easier to stir in. The cake was just the right for making balls. My five year old DD even helped me make balls. We got 54 balls out of our batch. I put them in the freezer for about an hour before diping them in the chocolate. When I melted I the choclate I only melted 3 squares of the almond bark at a time and i put about a tsp of shortening in it (very important). I put a tooth pick in the cake ball dipped it in chocolate and then I left the tooth pick in util it dried and then i went back and filled the whole with choclate. This recipe is definitly a keeper and I WILL be making it again. Next time I'm going to try it with strawbery cake and iceing.. YUM!"
"486","5","These were beautiful! I was a little hesitant to make them because of some of the bad reviews, but after adjusting some things, they came out wonderful! I used duncan hines devils food, and milk choc frosting. I baked the cake ALL the way, let cool completely, crumbled in a big mixing bowl, and added only 1/2 of the frosting! that makes it less of a mush, and more cake like. I mixed it with a fork, It will still look a little crumbly,but when you form balls they stick together. I rolled them, and refrigerated them for an hour. I melted a bag of semisweet choc chips with some shortening, and dipped the balls into it and set it to cool on a waxed paper surface. Let cool completely and drizzled with white chocolate! yummy! you have to try them, they are a little time consuming but worth every bite!"
"478","5","YUM YUM YUM! I used strawberry cake mix with white frosing then dipped in dark chocolate. They taste very much like chocolate covered strawberries! As others have stated, you must freeze these for at least one hour before trying to dip them. Also, another trick for making the balls is to keep your hands slightly moist. I found that by doing this, the mixture did not stick to my hands and forming the balls was much easier! I have been passing this recipe on to many people and plan to make these again soon."
"469","5","These are wonderful!! The combination I used was chocolate cake, chocolate icing and Andes candy bits. If you like Girl Scout Thin Mints you will love these. They taste exactly the same only moist instead of being crunchy like the cookies. I did refrigerator the cake / frosting mixture for a few hours before rolling the balls. I also used an egg separator tool to dip and drain the chocolate from them. This worked much easier for me then toothpicks or forks. I can't wait to try different flavors!!"
"217","5","First, Allison, thank you for the recipe - it's innovative & makes a great presentation. As a 4-star professional caterer, I'd like to remind other reviewers to be kinder when reviewing a recipe. The submitter is generous of heart to share with you, and they've obviously tried the recipe as it's printed, and it worked for them. Try to remember this.  Now, In my catering kitchen, we first test a recipe as is. Allison's concept is wonderful. (1) It took us 1.5 hours beginning to end to produce a beautiful, delicious product. (2) I softened the icing in the microwave and GENTLY FOLDED 1/2 of the container into the WARM coarsely crumbled cake, for an excellent texture. I put the other half of the icing in the fridge for other uses. For those who used an electric mixer, you broke down the texture to mush. If you fold this properly as Allison intended, you will see small bits of cake. These bits will eventually absorb moisture as the finished product sits.  (3) We melted & tried a small amount of bark, but decided we preferred the taste of a dense ganache. The choice of outer coating is a matter of personal taste, but Allison's choice is not to be belittled. She likes it. That's what counts. (4) I agree a pampered chef style egg separator is essential to the success. It worked perfectly to dip each ball and shake to remove excess. We dipped the separator now and then in warm water to eliminate buildup. These were delicious! Thanks, Allison!"
"179","5","As a fan of this recipe, I feel that I have to address two common complaints. 1) The texture. You can't think of this as a ball of cake, because that's not the end result you get. Think of it as a kind of truffle, or just a candy confection. My MIL had them and didn't even know they were cake at all - that's how different from cake the texture becomes. She thought they were some sort of crazy lime truffles, and loved them. (Lime cake w/ lime cream cheese frosting dipped in milk chocolate). So, don't expect little bites of cake in ball form. Expect creamy bites of confectionary deliciousness.... which brings me to the second common complaint. 2) The taste. If you use a boxed cake mix and canned frosting, how can you possibly complain that’s all they taste like? I thought everyone knew that any recipe is only as good as the ingredients you put into it. I have never made this with a canned frosting, I always use homemade, and the cake is usually from scratch as well (or a doctored up box mix). The results are phenomenal. Making everything from scratch becomes a different recipe altogether, I know, but really - this is one of those recipes that's more for the idea than the recipe itself. And it is marvelous. Some tips – add the frosting in small amounts until the desired taste and texture is reached, and definitely refrigerate or freeze the balls before dipping. Sorry for the length. ;)"
"93","5","I made these cake balls in 5 different flavors within an hour.   The trick is, buy pre-made CUPCAKES from your favorite local cupcake place!   I live Manhattan, so I bought mine from Buttercup Bake Shop. I got 5 invidivual cupcakes in 5 different flavors including their famous red velvet, chocolate and lemon ones! I smash each cupcake up in 5 separate bowls - feel free to eliminate some cupcake frosting if you think cupcake has too much frosting)  Guess what? This does not only saves you precious time to bake your own chocolate cake and make frosting (since cupcakes come with frosting already on top), it gives you ample variety!"
"76","5","Ok,this is the only review you need to read.I have the tips to solve all the problems. Make your cake in 2 round cake pans, take them out of pans,put on wax paper for 30 mins.Crumble COMPLETELY in bowl & add a dollop of frosting at a time.Mix well after each dollop until you can roll a ball around in your hand like making meatballs.Don't be a ninny and add the whole container, you'll be sorry you did.If frosting is added a bit at a time, you will have the chance to stop at a good rolling consistency that will stick together and you wont need all that 'put in the fridge or freezer before you coat them with chocolate' nonsense.Use regular choc morsels,melt them in the microwave under watchful eye at about 50% power,checking & stirring every 10-15 secs or so.Solve the toothpick or fork dilemma by simply putting them in a round foil cake pan 1 in. apart & coaxing the chocolate over the top and down the sides with a spoon. Stick in the freezer for 30 mins to set and you have a disgustingly orgasmic dessert that will make others draw back a nub if they try and touch one while in your hands. My FAV-Dark Chocolate Fudge cake w/milk chocolate frosting and half/half milk chocolate morsels & Andes mint chocolate pieces for the coating. I also pushed a maraschino cherry coated in white chocolate glaze into the middle of the balls, & stuck a sliver of Dove dark chocolate into the top before coating. I am sitting here now with chocolate all over my lips with a nasty Cheshire cat grin!! ;)"
"59","5","These have been renamed 'Death By Chocolate Balls' in this house! Since I can't abide the relentlessly artificial flavor of cake mixes and canned frosting, I made my own chocolate buttermilk cake and chocolate satin frosting. It added greatly to the prep time, but judging from the response of those sampling, well worth the extra steps. This is a pain-in-the-butt recipe to make, but once done, they taste like the finest truffle. The 5 stars is for the result and not the prep. As others have noted, this is NOT a fast and easy treat. Used a combination of Lindt and Ghirardelli chocolate, half milk and half dark, to coat. Another combo that's divine is carrot cake/cream cheese frosting/white chocolate. Also white cake, raspberry jam heated to melt and mixed with a little marshmallow fluff and dark chocolate to coat. Remember when tempted to use easy stuff that the end result is only going to be as good as the ingredients you use, and choose accordingly. Watch out particularly for almond bark - ersatz taste. Why bother with this time consuming recipe if you're only going to use nasty stuff? I've actually been asked if I would be willing to sell them. Yes, they're that good! Edited to add: Just made with cherry cake (yellow cake mix with 1/3 cup oil, 3 eggs, 1/2 cup water and can of cherry pie filling plus 1/2 tsp almond extract all blended well before baking,) homemade vanilla buttercream, coated with dark chocolate. Voila! Cherry Cordial Cake Balls."
"49","5","I've made many, many batches of these over the years for weddings, showers, Christmas, etc. Yes, it's time consuming, but here are my tips to make it as painless as possible:  * After you cook the cake, cool it completely in the fridge before you break it up, then mix in the frosting when it's cold. It doesn't get as gooey and messy this way. * When rolling the balls, lightly spray your hands with cooking spray. It will still build up and you'll have to wash your hands several times during the rolling, but it helps a lot. * Put the rolled balls on paper plates, about a dozen per plate. Stick a toothpick in the center of each ball and freeze completely before rolling. Take the plates out one at a time to dip. They defrost really quick and if they sit out it makes a mess in your chocolate. Dip the balls, wait a minute or two, and when the dipping chocolate has set, pull the toothpick out. It will leave a tiny little hole, very easy to cover. Pull it straight up or it will break off inside. * I have made these as much as a month ahead of time and frozen them and they were awesome. You would never know they had been frozen. Good luck!"
"49","2","I made mine look like mini cupcakes (melted chocolate in the bottom of the mold, the ball on top, then dip in chocolate after it sets). They looked really cute but were time consuming, and as others have stated, the texture of the cake is just such a turnoff. It feels like it's been pre-chewed or something. If someone can come up with a better cake recipe for the inside, I'd love to try it again. I did not have any trouble making them into little balls - I used a mini ice cream scoop and rolled them to uniform sizes. **UPDATE** - I made these again for the 4th of July and only used about 2/3 of a can of the frosting. Wow, what a difference. The cake still held together and was moist and dense but not gummy. It was not messy to work with and some people even thought it was fudge on the inside. I would say with this simple alteration, it's now a 4 star recipe!"
"47","4","This is similar to a recipe cake decorators use, to use leftover cake scraps (left from cutting cakes into shapes/sizes, or the scraps from cutting the cake tops off so the cake is level). Instead of frosting, we mix the cake crumbs (any flavor cake) with flavored liquid coffee creamer (again, any flavor.) You can mix and match various creamer and cake flavors to make custom cake bon-bons. Just add enough of the creamer to the cake crumbs to make a paste; shape into balls and chill. When firm, dip in melted chocolate."
"43","4","These are a great recipe. Everyone needs to know about an old way of 'chocolate dipping' and I really believe you'll like this method much better than almond bark or using shortening. Use white chocolate, milk chocolate, or semi-sweet chocolate chips, melt in a double boiler with a half stick of Gulf wax. This is also known as paraffin wax and is found in any baking aisle. It hardens with the chocolate to create a shell, tastes awesome, and is completely digestable. I learned about it from my MIL for any dipping recipes (including strawberries). Hope this helps someone!"
"37","4","These do take a while to make but most of that time is cooling time. I made red velvet cake with homemade cream cheese icing (from this site) with a splash of disaronno liqueur with a dark chocolate coating. Some tips that should have been included in the instructions: 1. Let the cake cook but while it is still warm, crumble and add the icing (which should be a little cold). This allows for the icing not to melt too much but still act as a binding agent so the mixture isn't too mushy.  2. Refrigerate the mixture for 2-3 hours or overnight before forming into balls. This makes things less sticky and the balls hold their shape. U can use a tablespoon measuring spoon to do this instead of a melon baller.  3. Freeze the balls overnight. This really helps when dipping into the chocolate 4. Melt the chocolate with a little bit of butter. This helps the creaminess of the chocolate and makes even hersheys taste way better. You can also add a little vanilla or some extract to this step to give it a different flavor.  - also, melt enough so its creamy but not too hot as it starts to smell. Melt in 10 second increments - 10 seconds, stir, 10 seconds more, stir, etc. 5. Use a knife and fork. the fork to roll and the knife to lift out of the chocolate and onto the wax paper."
