helpfulCounts,ratings,reviewText
"2188","5","***PLEASE READ IF YOU ARE HAVING TROUBLE WITH CRUMBLY, GREASY FUDGE!*** I've used this recipe probably 50 times, and I've had it not turn out twice. The first time I used generic marshmallow cream. I don't recommend using any store brand ingredients in this fudge. The second time I used an enameled cast iron french oven, and it didn't turn out that time, either. Every time I use my calphalon, it turns out great. Also.....work fast! The faster the better. Don't start timing until the mixture is at a full, rolling boil and then reduce the temperature slightly so that it doesn't scorch. Stir the entire five minutes and have the chocolate chips measured out ahead of time so you can dump them in as soon as you turn off the heat and stir like mad. Get the chips fully incorporated and pour immediately. It never fails!"
"787","5","Absolutely incredible fudge! It is perfectly smooth, creamy, chocolately, and all-around enjoyable. Try putting the marshmallow creme in the microwave for about 15 seconds before adding it to the pan; it will come out of the jar much easier. Though the cooking experience would have been less stressful with one, a candy thermometer really isn't necessary. One tablespoon of butter is just the right amount, and boiling the mixture for around 7 minutes instead of five can assure that the fudge will solidify. Some found that the recipe was a bit too sweet, so taking out 1/4 cup of sugar can tame some of the super-sweetness. Finally, using 2 cups of the semisweet chips and 1 cup of the milk chocolate chips instead of the other way around can make an even richer fudge (especially for those dark chocolate lovers like me). It is THE BEST fudge recipe around, and I am sure that I will make it again and again for years to come."
"572","5","This was my first time to make fudge and it turned out great! Many people at my dessert buffet said that it was the best fudge they had ever had. It was so creamy - not grainy at all. I have to say, though, that I messed up the first time I tried it. Because I had the marshmallow creme in the very bottom of the pan and I got the heat too high too fast, I burned the marshmallow creme into hard brown chunks! The second time, I kept the temperature at low until it was mixed up well and then I turned the heat up to medium and boiled it. That worked like a charm."
"446","3","Basically, this represents a terrific, 5-star fudge recipe; I would tweak the instructions, though. First, cook for 6-1/2 minutes, because at 5 minutes, it really needs to be kept in the fridge to maintain the right texture. If you DO prefer the super-creaminess of the 5-minute cooking time, then it will be far less 'melty' if, after refrigeration, you cut it into squares and let the squares 'air-harden' on racks or trays until the sides are not tacky. (Obviously, this is kind of a pain, so I go with the 6-1/2 minutes!) And finally: This is too much butter. 1 tablespoon works well, and the butter can actually be left out completely if you like."
"314","5","OMG! You really don't need another review to tell you how creamy this fudge is! I do want to offer you some tips in making fudge as it was passed along to me and it does make a difference. Do NOT substiute butter for margarine. Margarine has a higher water content and it will disturb the balance in fudge making. As well, you should also use whole evaporated milk. I found using 2%, 1% or fatfree evaporated milk, I don't get the absolute best results as i do with whole evaporated milk. I start out stirring until well blended on low heat first so that the sugar is completely disolved. This will prevent grainy texture. I've also been told not to make fudge in high humidity or rainy days as the moisture causes the fudge not to set as well which i guess i find that to be true today as it is raining and humidity is slightly high. Therefore, i do find this fudge is too soft. They say making fudge is very moody. This is the best recipe and will be a keeper in my family. Thanks for sharing this recipe!!"
"203","5","Coincidentally, a recipe very close to this is on the back of the Marshmallow Fluff jar. My daughter and I made it last night. The secret is to use a candy thermometer to be sure the fudge reaches the soft ball stage (234 degrees). Ours didn't reach temperature until well after five minutes boiling time, possibly because we kept the flame low to prevent burning. (Using a double boiler, as someone here suggested, is a great idea; we may try that the next time we make this.)"
"175","5","Chocoholics Beware! This stuff is highly addictive! Sinfully rich, decadent, and creamy are just a few of the words that come to mind when describing this fudge. It's so good and so easy to make. I did cut the sugar back by 1/4 cup and used a non-stick pan which I highly recommend. Bring this to a boill slowly, stir constantly and you should have no problems. I lined my 8x8 pan with Reynolds non-stick foil and it came out perfect. This recipe is a definite keeper!"
"156","5","My mother used to make fudge every Christmas, and although I wanted to carry on that tradition the traditional fudge recipes were all so hard, and never seemed to turn out well. I tried this recipe last year, and not only was it quick and super easy, the fudge tasted spectacular! I made 3 kinds (just like Mom!), chocolate fudge with nuts, chocolate mint fudge (added mint extract) and butterscotch fudge with pecans (used butterscotch chips instead of chocolate). My family loved all three kinds, but the butterscotch was rated the best. Thank you Kelly for sharing this recipe! Now I can carry on the tradition of delicious fudge for Christmas."
"138","4","I just made this for the first time last night. I've never made fudge before and I think that this is a very good one to begin with. It was really very easy and firmed up just like it should. I kept it on medium heat the entire time, stirring from beginning to end. I started the 5 minute timing right when just a couple bubbles tried to come up when I stopped stirring, and when I stirred then, you could 'feel' and 'hear' far more bubbles that were not visible to the naked eye, more under the thick surface. I think if you wait to just 'see' the rapid boil before starting the five minute time, you will overcook it, getting the hard result. Takes a little bit for it to start 'boiling' and you have to stop stirring from time to time to check for the first telltale bubbles. This was smooth and did not have a gritty sugary texture, not bad at all."
"137","5","I made this for 3 years now - let me tell you - THANK YOU AUNT TEEN - she rocks whoever she is. everyone loves the fudge - i have made a couple changes over the years (sorry auntie) but try this:  instead of 1/2 cup of semi-sweet - use 1 cup  (it removes some of the buttery/greasy)  nuke the mallow for 10 seconds first - it will come out of the jar easier!!!  and my absolute favorite addition is this: replace the semi-sweet with gharardelli chocolate choclate chips  HEAVEN -   thanks again! this was great!!! and i agree with everyone else's ideas -must cook longer than 6 minutes until nice brown and YES LOW HEAT - med heat got out of control (i have gas stove) and got really greasy   happy holidays!"
"81","5","Excellent! I have made this recipe many times over. A heavy gauge pan and a wooden spoon are a must with this fudge."
"73","5","NOTE: To those who think it's too sweet so they cut back on the sugar then wonder why it comes out soupy, be aware that sugar is the structural element. It's the process of heating the sugar that makes fudge solidify later on. Fudge, by its very nature, is very, very sweet. If you don't like sweet candy, make something else - don't complain about the recipe. That said...Excellent fudge, smooth as silk. There are some distinct advantages of this recipe, most notably that the cooking is timed, rendering it possible to make without a candy thermometer. No need to watch that thermometer for what seems an interminable length of time while the mercury rises sooo slowly. I had trouble with the result being crumbly the first time I tried it. I couldn't get out of my mind all the glowing reviews praising the creaminess, and figured I must have done something wrong. The only thing that could have accounted for such a big difference was my fluff, which was a store brand. So I tried this again today with the REAL marshmallow fluff. SUCCESS! This time the result was perfectly, unbelievably creamy. For those who had trouble with crumbly, oily, or dry fudge, the most common cause is heating the sugar mixture too rapidly, meaning at too high a temperature. Before you begin, know that fudge is a process. It appreciates patience. Put your burner on medium-low, no higher. It will take a little longer to achieve the rolling boil, where you begin your 5 minute timing. Patience pays off big time!"
"40","5","I've been using this recipe for 35 years. I normally make between 15-20 batches per year, depending on available time and requests from family and friends. I originally got the recipe from the back of a Nestle Semi Sweet Chocolate Chip package. It normally turns out great. However, if you don't boil it long enough you'll need to eat it with a spoon. If you boil it too long it will hard and crumbly.   The best advise I could give anyone is to continuously stir and scrape the sides of the pan while cooking to avoiding scorching. The other is to use a solid and heavy pan for cooking it to help hold the heat once you remove it from the stove and start adding the chips. Too thin of a pan allows it to cool too quickly and it will begin setting up before you have all of the ingredients blended.   The original recipe said to bring to a full boil and boil for 5 minutes. From testing it with a candy thermometer that 5 minute boil time equates to the 234 degree soft ball stage.  I've used every type of chip and cooking candy I could find over the years, and usually had good results. The only one that I considered not acceptable was made with cinammon chips. It tasted almost like pumpkin pie filling. If you like mint try adding a couple of drops of mint oil or mint essence when you stir in the chips.   My latest experiment is with Heath packaged milk chocolate and toffee. It makes a wonderful fudge.  One thing I've never been able to accomplish is making a batch of this in"
"38","5","I took the top reviewers suggestions and used Jet Puffed marshmallow creme in this recipe and Nestle brand chocolate chips, NO store brands. The kids chose chopped peanuts to use in this recipe and I used a quality brand vanilla extract. I did not stir the peanuts in with the vanilla, I sprinkled them on top after I poured the fudge into the 8x8 pan. Following the top reviewers suggestions on how to prepare it, it was very simple. This is THE perfect fudge--it set up beautifully and the taste was excellent. This was a great recipe for my kids and I to make together, we had a blast. Six thumbs up from the kids and I!"
"29","5","I can not for the life of me see how you get 48 servings from an 8x8 pan of fudge.But needless to say, I doubled this recipe and lined a 9x13 baking sheet. I dont cook the marsh. creme with the sugar and milk mixture. I added marsh. creme at the very end (will help keep fudge creamy and not dry it out), mixed thoroughly, then removed from heat and added choc chips. The put in fridge to set. This is probably the smoothest, creamiest fudge I've made. Note: If your fudge is too firm, dry or hard, you may be over cooking the milk/sugar mixture. It is important not to boil longer then 7 minutes, start timing it as soon as it starts to boil and try not adding the marshmellow creme until the very end!"
"27","1","**please read before you start!** I just officially became an allrecipes member JUST to rate this fudge. It did not turn out - same problem a lot of people have had, and I think I know why. The fudge seems to go great until you add the chocolate chips, then it seizes and becomes greasy and crumbly. I just made another fudge recipe from this site with similar ingredients but much better results. The difference? The fluff was NOT mixed in during the heating stage. Only heat the evap. milk, butter and sugar. Bring to soft ball stage on candy thermometer, then LET COOL TO 125F, then add the fluff and flavoring ingredients (in the case of the other recipe it was PB. I don't have the money to go out and buy the extra ingredients to try this one again, but based on the great success of the PB fudge, I'd say that's how to fix this one. Now, what to do with the lump of chocolate crumble I have...?"
"26","5","This was amazingly good and easy. I browsed a ton of the reviews and here are some of the tips I used that made it so easy: pre-measure everything and have it all lined up and ready to go. Butter the sides of your saucepan. Reduce the butter to only ONE TABLESPOON (trust me on this, you don't need any more!). Zap the Fluf in micro for 12 seconds and it comes out much easier. Don't use generic Fluf. Use best quality chocolate chips...you are making FUDGE---this is not the time to buy generic, you want to taste quality chocolate! If you can, use a candy thermometer to make sure the sugar mixture reaches 234 degrees. STIR THE ENTIRE TIME! I cooked this in a heavy stainless pan on LOW and it came to a boil in a few short minutes (maybe less), then I started timing right at a full boil and it took about 5 1/2 minutes. Keeping it on low stops the bottom from burning, but it still boils mightily, that's for sure. Once it reaches 234 degrees, follow the recipe directions, BUT WORK QUICKLY. (It was a light brown color, btw.) Dump your chocolate in and beat like crazy to get it soft and shiny. Then add in your vanilla and nuts (if using). Again work as quickly as you can and beat like a maniac....you definitely need upper body strength for this one!"
"24","4","I made this fudge today and I must say it is quite tasty. However, the appearance of the fudge leaves something to be desired. It is really greasy (oil is oozing from it) and rough in texture. I am a seasoned cook, so I know I followed the recipe correctly, I am just wondering if this has happened to anyone else?"
"20","5","I know it can get confusing reading through all these reviews, wondering who is right and what modifications really are needed ... But I made this fudge five times in the last couple of weeks, so here's the down low. 1) Make it as indicated; there is no need to tweak ingredients or the order to have good fudge. 2) Make it several times. That's what it takes to get familiar with how long it has to cook. The problem is, some of us have different definitions of what a 'full boil' is, so you'll need to figure out for yourself what that is (is it when you see some bubbles? Lots of bubbles? The MOST bubbles?) and then start timing. If you cook too long, it ends up hard and crumbly and somehow less tasty. If you cook too short, it will be squishy. I wait until I see a moderate amount of bubbles (I've done it 5 times, so I kind of know by now how it should look), then cook for about 5.25 minutes. Really, experience is going to be your best friend here."
"20","5","This has been a favorite recipe of mine since high school! It always turns out great and I like to give it as gifts or housewarming presents."
"19","5","Excelent recipe for fudge starters like me, I read most of the reviews and also the articles about fudge and the recipe was a sucess, my husband a chocoholic LOVES it."
"19","5","Never use Ghirardelli chocolate chips in this recipe. I've made this at least a dozen times, and the only 2 times it didn't work were the only 2 times I used Ghirardelli chocolate. For some reason, the mixture separates when using Ghirardelli chocolate chips. Grease puddles on the top and the fudge never sets properly. Otherwise, this is a perfect recipe."
"19","5","This fudge tastes just like professionally made fudge. The trick is to heat the marshmellow cream slowly. I started at low heat and increased to medium as it warmed. You constantly have to stir it too (don't stop for a second). If you follow this, the fudge will set and your pot will come out sparkling clean! Also can add less butter as it was oily in areas."
"16","5","I DOUBLED THIS RECIPE AND IT TURNED OUT GREAT! I READ ON OTHER REVIEWS ABOUT BEING TOO OILY SO I JUST ADDED 3 TBSP. BUTTER TO THE 2 RECIPES AND IT IS PERFECT! GREAT TEXTURE, SO EASY AND IT TASTES AWESOME! THANKS KELLY! I ALSO LET IT BOIL FOR 6 1/2 MINUTES AND IN 2 HOURS OUTSIDE THE FRIDGE IT WAS SET! MERRY XMAS TO ALL ! AND ENJOY!"
