helpfulCounts,ratings,reviewText
"761","5","These are EXCELLENT!!! Some of the best cookies I have ever made. I did make a few changes--half margarine/half shortening (I do this with all of my cookies...for some reason my cookies can turn out flat as frisbees, this prevents that from happening), and I did half brown sugar/half white sugar. The end result? OMG, cookies of divine chocolaty-ness, to die for. Better than the local bakery's chocolate chocolate chip cookies. I'd give it more stars if I could. Happy eating!"
"607","5","Great recipe just as written. Whenever a cookie recipe calls for butter I always chill the dough for an hour or so before baking as this prevents a flat cookie. The taste of butter can't be beat! The chocolate chips and nuts can be substituted with any variety of options...this time I used two King Size Hershey Bars with almonds, but vanilla chips, dried cherries, etc. could also be fun to try. Great recipe, great cookie. Thanks for sharing!"
"444","5","Ooo-ooo-oooh! Marvelous little bites of chocolate heaven. After reading previous reviews I was concerned about dryness after the first day so I used half butter and half butter-flavored shortening for the fat. Since I was using a small cookie scoop, I used mini chocolate chips (baked for 8 minutes)...all I can say is they are perfect for a chocoholic like me. For those who don't know this tip: Line your baking sheet with regular old aluminum foil and you'll have no problem with cookies sticking. Use a new sheet each time then slide the foil onto newspapers to cool slightly before removing cookies to wire racks. Thank you for the perfect recipe!"
"313","4","A little update - it has now been more than three days, and the cookies are still wonderfully soft and chewy in my airtight cookie jar. Also, if your cookies do dry out, try putting a slice of raw apple in there with them. They'll soften up soon. This apple trick also works for gingersnaps or any other cookie that gets hard quickly. It also works for brown sugar that has hardened. Don't leave the apple in there so long that it spoils, of course!"
"165","5","I used 1/2 cup butter and 1/2c shortening instead of the 1 cup of butter and they came out similiar to the wonderful 'Otis Spunkmeyer' cookies! Very tasty...be sure to use the lesser cooking time as they continue to cook on the sheet."
"150","5","These cookies are great! They are very soft and chewy with a nice rich chocolate flavor. In fact, they taste just like little brownies. I was concerned they would not turn out because the dough seemed thick and sticky, but baking at 350 degrees for exactly 8 min produced a perfectly plump and shiny cookie! Using half chocolate and half white chips makes these so cute! I will probably add chopped nuts next time I bake these which is sure to be soon!"
"141","5","Long review alert! Yes, even after 1000+ reviews, I am going to leave one! Deep chocolate flavor, pleasantly (but not overly) sweet, soft texture but not too gooey, perfect height(not flat) and just downright irresistible! I read through 100's of reviews and made the following tweaks to this recipe: 1/2 cup butter & 1/2 cup solid shortening instead of 1 c butter, 3/4 c white sugar & 3/4 c dark brown sugar instead of 1 1/2 c white sugar, 1 T vanilla instead of 2 t vanilla, used dutch processed cocoa, 1 t baking soda instead of 3/4 t, and added 1 t baking powder and 1 t instant coffee. In addition I used aluminum foil to line the pans and that eliminated any sticking. The dough was not sticky at all and it held together well without spreading (I didn't even refrigerate the batter between batches!). Several tips for cookie novices (I learned from previous reviewers): Mix the butter & shortening until fluffy, then add the eggs and vanilla and beat with a mixer until blended to death! When you think it's ready, do an extra minute. Mix(by hand, not mixer) the dry ingredients before adding to the wet ingredients. Mix the wet and dry ingredients with a wooden spoon until the dry ingredients are just mixed in. THEN, using a hand mixer, continue to blend the ingredients until you don't see a speck of dry material! At this point add the chips and nuts by hand. I made 40 cookies at about 2 1/2 inches across. Death by Chocolate! Whoo-hoo!"
"118","5","These are so chocolatey it's ridiculous! Not a bad thing, but I'm definitely going to add more nuts next time. They aren't dense, and they stay very soft. The only change I made to this recipe was to follow the suggestion to use 1 cup white and 1/2 cup brown sugar (light brown, very lightly packed), and it's perfect. Co-workers are giving thumbs-up!"
"89","5","I thought that these cookies were really good. Great flavor, my boyfriend loved them. Just make sure that you underbake them or they will get a bit hard."
"77","4","These were just what I needed to satisfy the chocolate craving! They were more like cake than cookie and the faster you can eat them the better cause they do get dry and crumbly after a day GREAT TASTE!"
"65","5","Wonderful cookies!"
"45","4","HELPFUL TIPS: I found no need at all to split this half white sugar/brown sugar especially since this is already perfect and sweet!!! I've tried it both ways. It's true that any combo of half butter/half shortening or all butter makes NO DIFFERENCE. So if you're trying to decide what will make the better product, don't let this consume you. Nice thick cookies = after mixing batter, stick it in the fridge for an hour+. Take out and bake. Took me 10 min and I usually use my batter the next day or two. You can ALWAYS freeze whatever you don't plan on eating in a week. Then just take out what you want the next week. Will taste exactly the same and your family will love you! :) I doubled the recipe because I freeze extras, and only used 2.5C of chocolate chips (mixed semi and milk chocolate) and it was PLENTY!!! I can't imagine putting more in. SO... if I were to make 1 batch, I'd just use a heaping CUP. This goes with any chocolate chip cookie recipe fwiw."
"25","5","These cookies are to die for! I followed the recipe for the most part, substituting 1 cup of margarine for 1 cup of butter, using 1 1/2 cups white chocolate chips and 1/2 cup semi-sweet chips, and needed an extra 1/4 cup of flour (however, that's just because I use my KitchenAid stand mixer to mix the dough). Instead of dropping by spoonful, I rolled into 1-ish inch balls and slightly flattened. Let them bake for 10 minutes until the top started cracking. And they were heaven! Soft and moist and full of flavour."
"24","2","these are waaayyyy to sweet!!!!!!!!!! it over powers the chocolate flavor. and they don't stay soft..... next time, if I decide to make these again...i will cut the sugar and replace some of it with brown sugar!!!!!1"
"22","5","these were soooo good, I used dark chocolate chips and baked them for about 8 mns exactly and let then cool, tasted like little mini brownies. GREAT"
"17","5","These cookies are AMAZING! Even after they're cooled, they still have that melt-in-your mouth quality and the chips are still soft. They taste like brownies. Awesome awesome recipe just as it is!"
"14","5","This was a wonderful chewy yummy cookie. I didn't find it to be cake like at all. It has a very chewy fudgy taste. Like a brownie...but with cookie taste and texture. I did change a couple of things though. I used 1c. white sugar and then used 1/2c. brown sugar. I also didn't have any nuts, so I decided I'd add 1/2c. coconut. It was almost like a chewy chocolate macaroon, and the cookies stayed soft for as long as they existed in my house."
