helpfulCounts,ratings,reviewText
"3820","4","This is a good peach cobbler - just the right spices and sweetness. You should note however the amount of baking powder - this is a very 'cake-like' cobbler. Also, the amount of cinammon-sugar on the top makes it very hard to tell when it is 'golden brown'. 'very thin' slices of peach also lead to a less chunky peachy cobbler than I really like, so you may want to make your slices reasonably substantial if you want good sized chunks of peach."
"3219","5","This is the best cobbler I have tasted! Family went nuts over it. Easy, too! I will make this again, for sure. I would include details on peeling the peaches for newbies. Place the peaches in boiling water for about 60 seconds, remove and plunge into cold water. The skins should slip right off."
"2339","4","This recipe is delicious. I have two suggestions to improve it though. First, I used fresh peaches from my boss's peach tree - some of them were quite under-ripe - and the recipe still came out very sweet. I will definitely make this again, but I will use a bit less sugar in the fruit and in the topping. Second, while the topping is super tasty (if a bit sweet), there's not enough of it! It doesn't need to be doubled but maybe 50% more topping would be great."
"1015","4","This is a very good recipe, but having been born and reared in the south, I remember all my mother's (and grandmother's) cobblers having a crust on top (not just spoonfuls dropped over it, but a full top crust.) Researching this in my mother's old recipe files, I found something interesting. This recipe is almost identical to hers, but steps 3 and 4 would be changed as follows: Combine 1 and one-half cups each of flour, sugar and milk. Pour this over the peach mixture. Sprinkle with sugar, with or without the cinnamon, and then dot with butter. Bake approx. 30 minutes.  I tried this recipe both ways, and my mother's way is an improvement. It is also easier, by the way."
"918","5","Coming from the Peach State, I'm really picky about peach cobbler. This recipe is fantastic! I made it with fresh peaches that were about to spoil in a day or two, so I ended up using all I had. This meant that I almost doubled the suggested amount of fruit, and even though I did not double the other ingredients, the recipe came out very well and I had none left over. So be generous with the fruit if you can!! Serve warm, with vanilla ice cream. Also, consider using other fresh fruits if peaches are not yet in season. I've made this with mangoes, blueberries, blackberries, and strawberries, and each time the results have been fantastic."
"470","5","This is absolutely one of my favorite recipes that I've tried so far. The ingredient proportions are right on the mark, and the procedure is so easy. I tried boiling the peaches to peel them, as suggested, but that didn't quite work out. Instead, I just peeled them with a knife, which worked out just fine and wasn't a hassle at all. When choosing peaches, be sure that they do not have any green on the skin -- this means the fruit hadn't developed before being picked, and it won't get any sweeter afterwards. The crust is unbelievable. When you pour in the boiling hot water, it immediately puffs up into a thick dough. This bakes into a thick, crumb-cake-like topping. The sugar amounts can be adjusted as desired. I found it to be just right. It is incredible with a scoop of vanilla or butter pecan ice cream (or both). My 'southern' gentleman companion, who has had his share of peach cobblers, really enjoyed it! Thanks for sharing this recipe."
"427","5","Made this fabulous dessert with my diabetic husband in mind for a church gathering. I used regular Splenda & Splenda Brown Sugar in place of the sugars, and served with sugar free ice cream. My husband couldn't get enough, and the non-diabetics loved it!"
"323","5","First, if you use salted butter cut back on the amount of salt that the recipe calls for by half otherwise the recipe will be really salty. Second, instead of baking it for thirty minutes cut that time in half otherwise it will be over done. Third, instead of 6 tablespoons of butter add 8 tablespoons. Other than that the recipe was really good."
"314","5","As a southern girl, I've had many variations of peach cobbler. This one definitely tops them all. I too cut my peaches into thicker wedges, 4 tbsp cornstarch and 8 tbsp butter."
"279","5","This is peach cobbler perfection! Delicious, old-fashioned taste. The brown sugar makes it so yummy and the crust has the perfect texture. I used 6 peaches and had ample filling. I highly recommend this recipe."
"273","5","We just loved this peach cobbler. I made it for my Mom's birthday, and it was quite the hit. We served it with vanilla Bluebell ice cream. If you make it in a 9'x13' pan like I did, be sure to increase the topping - maybe even double it. It is the best part of the dish, and we didn't have enough of it - several spots that were peach only. Also I'd increase the amount of cornstarch that is called for; we had a lot of liquid in the bottom of the pan that did not thicken up, nevertheless it was all delicious, and we'll definitely make this one again and again. We used a good vegetable peeler to peel the peaches - made the job a lot easier."
"134","5","Excellent! After trying many recipes, I think this is my favorite. I made it exactly according to the recipe other than using only about half of the amount of the cinnamon/sugar sprinkled on top.  For my own taste, I would probably cut down a little on the sugar next time, as my husband and I both prefer our desserts a little less sweet than most people.   I would probably also use more cornstarch, since it came out pretty liquidy. (But my peaches were a bit overripe and very juicy.)  A lot of people have commented that there isn't enough topping. The recipe calls for a 2-quart baking dish - that's an 8x8' pan. It sounds like a lot of the people are using 9x13 pans - that has nearly twice the surface size, so of course the topping isn't enough for that size pan. In an 8x8 pan, the topping was enough to just cover the top completely. With more batter in that size pan, the topping might not cook all the way through.   But with that said, I do agree that the amount of peaches was a bit much for that size pan and the amount of topping. I'd probably only use 6 peaches next time, for the same size pan. For a 9x13 pan, I'd probably increase the peach mixture by half, and double the topping."
"88","4","Very Good! Caution for those who are tempted to double the topping. The topping needs to be exposed to the heat in order to make a nice cobbler crust, so any dough that is unexposed to direct heat will be soft a gooey."
"87","3","This is an okay recipe. To me though, it's not a peach cobbler, it's peaches and biscuits. I live in the south and I don't know why this would be called southern peach cobbler. It was way to dry my family added cream to it just because it was to dry, and didn't have much of a taste. I followed the recipe as stated. I think next time I will be sticking to my old peach cobbler recipe."
"82","5","This came out really well... I had to double the recipe because I was cooking it for about 15-20 people! I went to the store only to find they had absolutely no fresh peaches! So I bought 7 bags of high quality frozen peaches. Defrosted them and followed the recipe exactly. Next time I may add another bag of peaches because there seemed to be much more dough than peaches... Oh and don't worry if the dough doesn't get all crumbly it should still come out just fine. I did have to cook it about 25 minutes longer than the recipe called for probably because I doubled it but I really also like a crisp top. Just pay attention to it towards the end to make sure you don't over cook the top. The cinnamon may make it appear as if it is golden and done but you really have to open the oven and take a good look at it to make sure. I have been now named the family's official cobbler maker! Thank you for sharing this really yummy recipe! I will be uploading a picture soon."
"76","5","Awesome topping-- everyone loved it. I skipped the 10 minutes baking the peaches on their own, and it turned out fine.  Also, I wonder why the recipe calls for boiling water-- I learned that everything needs to be COLD to create a tender crust. I used room-temp water, and the topping turned out great.  Thirdly, I'm not quick with a pastry cutter, so I opted to freeze my butter, grate it, and then freeze it again. This kept the butter cold and in little bits in the dough, which results in a tender topping."
"60","4","Wonderful and extremely easy recipe. The only changes I made was to use 1/2 cup of light brown sugar instead of 1/4 white and 1/4 brown. Also, as someone else suggested, used big slices of fresh peaches to feel texture. Last piece of advise on how to skin your peaches: 1. prepare a big pot of boiling water on high heat 2. Drop your peaches in and time it 55 to 60 seconds (and not a second more) 3.while waiting prepare a big bowl with ICE cold water with lots of ice in it 4. take peaches out of boiling water and drop them in ice cold one. If your peaches were ripe and you did everything right skin will slide right off the peaches. This is called blanching."
"44","5","This was my first time making cobbler and it turned out great!! I doubled the topping after reading the reviews and I'm glad I did it was the perfect amount. I also substituted white flour for whole wheat flour and added 1/2 cup oats to add a little crisp. I will definitely be making it again."
"42","5","I have been using this recipe for about a year now, and find that it is great with every type of fruit imaginable. I have of course used peaches, as well as, blueberries, blackberries, mango (was surprisingly good), cherries, and apples so far. I find this recipe to be very quick and easy for the results. Last summer I also made batches of the filling and then froze it, and had delicious cobbler all winter long.  When it comes to the topping I found that spooning in small little droplets (about the size of a grape), all over the filling netted the best result. It keeps the topping from being too thick in anyone place, and I generally have a bit of the topping left over."
"37","5","So good I almost slapped my momma!"
"34","5","Definately one of my new favorite deserts! I stuck to the recipe completely, though next time will use slightly more cornstarch as mine was still a little soupy. Here's what I did for the baking of it though. Put the peaches, and everything that goes with the peaches into a large cast iron skillet, cook on the stove boiling and letting it thicken for 8-10 min. Then scoop the cobbler topping on top and sprinkle with cin/sugar, same cooking as before.  p.s. do not forget to foil line a baking sheet to put under your dish!"
