helpfulCounts,ratings,reviewText
"1363","5","Fabulous recipe! And not at all cake-like. I followed the recipe precisely (except for no nuts)and got great fudgy brownies. I think folks are getting cakey results when they add an egg or use some liquid other than the oil, as that will change the texture of any baked product. The batter is very, very dry - almost too dry to call a batter. But that's how it's supposed to be, the zucchini will shed it's moisture during the baking and you'll get superb brownies!! Thanks for the recipe!"
"531","5","GREAT recipe Marian!! I must say that I was VERY skeptical of these not only because of the zucchini/no egg, but because after I mixed the ingredients, they looked well, I'll just say..less than desirable (my zucchini may have been a bit 'dry'). I had to 'press' them into the dish, not 'pour' so I was a bit concerned. The end result was FANTASTIC, not to mention a great way to sneak in zucchini, the kids had NO clue that it was even there! I left out the nuts, baby has an allergy, and added 1/2 cup of choc. chips. Since there weren't any eggs either (allergy) he was able to enjoy! Thanks for sharing this great recipe, we LOVED them!!"
"392","5","So good!!!!! The batter will not be dry after you add the zucchini. The moisture comes from the zucchini. Do not add an egg if you want a moist, fudgy brownie. If you add an egg you will get a cake. I don't understand those that change the recipe and then give a bad rating. The only change I made is that I only added 1/4 cup nuts. Mine were done at 20 minutes. The frosting is excellent but they really don't need it. Thanks so much!!! A keeper!!!"
"190","5","Has a very slight veggie-ish aftertaste, but otherwise fantastic. And like other reviewers have confirmed, it is a tad cake-like, (no I did not add an egg, which would have made it even more cakey) but in a very moist, gooey way. As long as you underbake it slightly, you should be fine. Use cocoa powder instead of flour for dusting the greased pan, that way you won't get a whitish, floury outside. Substituting applesauce for most of the oil worked out great - the brownies were still moist and tender. I grated the zucchini superfine so as not to have it 'chunky'. My little brother will never know he's eating zucchini and applesauce!"
"173","5","These are so moist and flavorful! I used pureed prunes (baby food) instead of oil, and they turned out great -- and even healthier!"
"163","5","I have to say that I thought this recipie sounded downright disgusting. Zucchini in BROWNIES?! I made it just for the fun of it to see what would happen. Oh my gosh these were the BEST brownies I have ever had. I'll never make brownies without zucchini again! YUMMMMMMMY! This was a keeper!"
"115","4","Adding the 2 eggs makes this more like a very dense cake than brownies. Next time I'll leave them out. Also will try using a lighter oil or maybe applesauce, as we could taste the oil. Overall it had a nice flavor, and there was no way to tell there is zucchini in this cake! That's a plus! This frosting went well with this recipe. Thanks."
"97","5","** An egg missing is NOT a mistake.**   I've used this recipe for quite a few years after published here and am here once more to write it down again. The batter is dry to start, because the zucchini is the moisture. The batter will be quite dry when you put it into the pan, but if you followed the directions....it will bake perfect. It will be a chewy brownie if you do it this way.  To make it easier, I grate or puree my zucchini FIRST to let it sit for a while to 'sweat'. This step allows the moisture to be released from the zucchini. Then I add the zucchini(moisture & all)to the dry ingredients mix. It won't be dry at all...it will resemble a cake batter, and the result a bit more cake like brownie, but still divine.   This recipe is very easy & great way to use up extra summer squash ( yellow, crockneck, italian, mexican..etc...) from the garden. I freeze grated summer squash in 2 cup portions so I have it in the winter when I want these. I just pull out a container to thaw & ready to go....further extending my garden harvest. delicious :) I usually reduce the sugar to around 1 - 1 1/4 cup as my preference... :)enjoy!"
"85","5","I was skeptical when a friend suggested the recipe, but the end result was fantastic! They are chewy and fudgy - everything you want from a brownie and more (less calories, get to use up garden zucchini)! I omitted the walnuts and added peanut butter morsels."
"79","5","Wonderful! Excellent! Delicious! So moist and no indication there is anything unusual about this recipe. The texture is more like a moist cake than brownies - which I like very much. It is so rich that I just sprinkled chocolate chips over it as it came out of the oven. Very highly recommended."
"55","5","I just don't get those who say the zucchini taste is strong. Nonsense. Zucchini has NO discernible taste! That's the psychological effect of knowing ahead of time that there's a vegetable in these. Kind of like a reverse placebo effect. No one who wasn't told in advance knew. WOW!! These are perfectly fudgy, melt-in-your-mouth delicious. I made exactly as written, except for omitting the nuts (allergies). Didn't add a thing. There's nothing you could add to make this recipe any better than it already is. No need to worry about grating super finely. I used the shredding hole on my box grater - perfect. No eggs needed. And the frosting recipe is fabulous, as well. Cut ingredients for both brownies and frosting in half to make an 8' square pan. Be careful not to overbake to retain that yummy, fudgy texture. A mere 21 minutes was absolutely perfect in my exactly-calibrated oven. 30 minutes would have been way too long, so be watchful on these. No need to tell anyone what's in it. If you do, there will ALWAYS be some in the crowd who claim to taste the zucchini, and that ruins it for them. If you never tell, no one will know. These can also stand on their own, with nothing more than a sprinkling of powdered sugar. The frosting is just gilding the lily. Thanks for a future heirloom recipe."
"54","5","yummy!!!!!! & good for you! I added 2 eggs for I think they were omitted by mistake."
"38","4","Definitely agree with Angela Sims . Testers are free to substitute , however after several or often even one significant substitution you are no longer making the presented recipe but an alternative so should not confuse others by rating the original recipe low. If however you add something that in your opinion actually improves the recipe this could be helpful to others.  Since the zucchini adds the moisture I would definitely not drain it (a process that is often used for Breaded zucchini ,eggplant etc)"
"37","5","I have made this a couple of times now and am very impressed. I have found that if you overcook the brownies, that is when you have the problem of crumbling (although the taste is still very good). After experimenting, the frosting makes this recipe oh so much better. I personally would not eat the brownie without the frosting. My family is not big on nuts so I added chocolate chips. This was not necessary but did add a nice touch. I grated the two cups of zucchini and then put it through the food processor. No one has been able to tell that there is zucchini in these brownies. At one point I made this batch and another zucchini brownie recipe I got from a very good cook. I then did a blind taste test with friends, co-workers, and neighbors and over 80% of the people liked this recipe best. I tried substituting the oil with applesauce and was less impressed. It was still good but nothing I would write home about. If I am going to eat the calories in a brownie I would rather reduce my portion intake and make it with the oil, as I believe it is better this way. To help with this I have also cut the recipe in half and made it in an 8x8 pan (it is glass so I cook at 325 for 27-29 minutes and they are perfect). This reduces the temptation to eat way more than I should. I will make this often, thank you!"
"35","1","I followed the recipe exactly and they ended up DRY DRY DRY."
"33","5","I want to clarify three things about this recipe--#1: These are NOT 'healthy' just because there is some zucchini in them! This should be made as a 'treat' like any other brownie recipe with loads of fat, calories and carbs. #2: Someone actually said they added 2 eggs because they thought the recipe 'forgot' them. Um, no. Don't add eggs people! #3: In any zucchini recipe DON'T DRAIN THE WATER unless it specifies to do so! All that water makes these moist..same with bread recipes! NO DRAINING people! Now for my review: This recipe is divine as written. I read the negative reviews here after I made them and any problem with this recipe is the baker's fault - trust me. This is perfect as written. As you make these you are going to think the batter is too dry and the frosting too runny. Please, go on. These two issues resolve themselves as you continue on. One word of advice when adding the flour mixture: alternate with the WET zucchini. This will help with moisture so you have pourable batter. I even took some extra water from the zucchini bowl when I felt it needed some additional liquid. By doing this I had brownie batter. The frosting recipe is by far the best chocolate frosting I have ever made! But, be warned: before you add the cooled chocolate mixture you will have a runny mess that you will think you need to throw away! Add the cocoa mixture! Let it sit for 10-15 min and it thickens up to perfection! End result: more like cake, but absolutely delicious!"
