helpfulCounts,ratings,reviewText
"5378","5","These brownies are magnificent!!! I mean 'melt in your mouth' and I didn't even make the frosting. I doubled the recipe and it still won't be enough. There are a few tips that will ensure your brownies are not cakey. I do not use a mixer because you can overmix your batter and whip too much air into the eggs. This makes your brownies have a cakey texture. Mix everything by hand in a bowl and lightly beat your eggs before adding them to the mixture. Gently stirring everything together makes them turn out better as opposed to franticly beating the mixture. Hope this helps, because I will NEVER buy brownie mix again."
"3569","5","I doubled the recipe and made a 9x13 pan of these brownies for a party, and everybody loved them! I also entered them in my local county fair and won first place. The problem with the frosting is that you need to halve the amount of powdered sugar and melt the butter. This makes a glaze that you can spread on top. It hardens into a beautiful, shiny frosting. I thought some of the info in the reviews was conflicting, so here's the scoop: 1. These are neither 'cake' brownies nor 'fudge' brownies; they fall somewhere in between. If you must have one or the other, then this recipe is not for you. 2. Yes, the frosting is sweet. If you like frosting, then add it, if not, leave it off. 3. Yes, these are homemade brownies and do not taste like boxed brownie mix. I can't understand why anyone would prefer a mix to homemade, but if that's your thing, then stick with the mix."
"2477","5","These are great! I changed the recipe to make them better for you. I used 1/2 c. applesauce instead of butter and 1/2 cup Equal spoonfuls and 1/2 cup sugar instead of 1 cup sugar and used egg substitute and omitted the glaze. They ended up with only 45 calories apiece and 0 grams of fat! they were SOOOO GOOOD!!! :-)"
"1263","1","Brownies...  What comes to mind? Hard...chewy...  These brownies...  What comes to mind? Soft...cakelike...  These were baaaaad.......why must all these brownie recipes result in cake squares? I wish I could say different for this supposedly 'best brownie' recipe, but I can't. If you are looking for the traditional delicious brownie Grandma used to make, run, run away and never come back! These were just like a cake. Be aware: These are not the BEST brownies...these are the BEST cake squares."
"1047","5","These were the BEST BROWNIES even without the frosting. Just don't OVERBAKE/OVERMIX. When doubling, leave out one egg, keep the amount of salt at 1/4 tsp, and bake for 30-35 mins. You'll get a cakey on the outside, fudgey in the middle brownie. Delish!"
"772","5","Wonderful little brownie! Not too thick, not too thin, just right! Comes together and into the oven in less than 5 minutes. I added about 1 additional T. of cocoa. Just mix all ingredients with a wooden spoon in the same pan as you melted the butter, about 50 strokes, just until good and combined. The frosting is glossy and smooth if you melt the butter first and add about 1 T. each of corn syrup and half and half. Cutting these with a plastic knife, even the disposable tableware variety, works great! Cuts cleanly, and not a crumb sticks to the knife. Had to try 3 of the brownies as soon as they were cooled, just to be triply sure they were good."
"387","5","Worth a try, very easy recipe yielding above average brownies. When the recipe says not to overcook, don't...depending on your oven 25 minutes is probably long  enough. They may not look done, but they continue to cook/settle when removed. Also, I had to add an egg to the frosting recipe because I ended up with chocolate  sawdust without it (even using electric blender). Some folks also mentioned adding milk (1 Tblsp ?) because of this which would also work I'm sure."
"327","5","These are the BEST!!! I never made homemade brownies before and these came out PERFECT! They're fudgy and delicious, the icing is sooooo good too! I took the advice of one reviewer and heated the icing..it was perfect! I made them for a 4th of July picnic and they were a HUGE hit! They were gone in 15 minutes. Everyone loved them and asked me for the recipe! I doubled the recipe to fit a 9X13' pan. They were GREAT! Even if you're not a very good cook, these brownies will come out delicious! I recommend them to everyone! I'll never make brownies from a box again!"
"280","1","These were the worst brownies I have ever had! The frosting was way too sweet and did'nt go well with the brownies at all. My husband hated them, and wouldn't even finish them. He told me to throw them away. Sorry, hopefully you will like them better."
"254","4","Many moons ago I worked in a Duncan Hines test kitchen and have made up to 20 batches of brownies a day and let me say this is a good, easy recipe for homemade brownies; great chocolatey flavor.  I would suggest: 1) Slightly whip (with fork) the eggs to make them homogenous first before adding them to the pan's other ingredients. 2) Whisk your dry ingredients, flour, cocoa, salt and baking powder, together first before adding them to the pan. No need to beat with mixer. A wooden spoon to mix the batter until everything is wet works just fine. I used the frosting recipe which was very fudge-like and thick. I added just a smidgen of water to thin it out to make it at least somewhat spreadable."
"245","5","MMmmmm is all I can say. I just took my first bite. They taste more like fudge than brownies. The frosting is the key. At first the frosting was crumbly, but using a fork for 3 minutes made it come up to a nice creamy consistency. Also, frosting the brownies when they are warm made for a nice finish!"
"170","5","This recipe needs another review like I need another brownie - but I just couldn't stop eating them. Mama Cass hit the nail on the head saying this was neither a 'fudgy' brownie nor a 'cake-like' brownie, but both - that's what made it so awesome. I didn't have the honey for the frosting so frosted it with the best chocolate frosting IMO - boil 3TB butter, 1/3 c sugar, 2TB milk for a minute, remove from heat and add 1/3 c chocolate chips. Yummmm! Doubt anyone will read this after 1,000 some reviews, but just realized this recipe is similar to one a use for waffle cookies - only I melt the butter and cocoa powder in the microwave together and it mixes together much easier. Just a thought."
"164","5","I made these exactly as instructed, except I didn't bother with the frosting. I have no idea what some other reviewers are smoking, because, made as directed, these are the ideal brownie. Slightly fudgy and chewy, with that crackly top that seems to be the very definition of 'brownie.' The best part is they satisfy that craving for something rich and chocolatey while simultaneously being utterly convenient - you dirty a saucepan, an 8 x 8 or 9 x 9 pan, a few measuring cups/spoons, and possibly a small mixing bowl if, like me, you decide to stir up the eggs/sugar/vanilla before adding to the butter. It's also the perfect recipe size as I wasn't looking for a giant pan of brownies, and it uses ingredients you probably have on hand. I don't keep baking chocolate around, but I always have cocoa! My suggestion is to just try the recipe as written, and no need to frost them."
"156","3","For those of you who complained that this brownie was too cakelike or too fudge like. If the brownies are too fluffy add more sugar(sugar can make it harder/chewier). For brownies that are less fudgey add another egg and use 1/4 less fat(butter etc). For those who want a fudgier brownie remove about 3 tablespoons of flour. Just know what kind of brownies you want before you make them as brownies are either fudge,chewy and crisp, or cakelike.This recipe is good for those who are really in the mood for a decadent chocolate fix but its not a basic brownie mix from a box so dont expect it."
"147","4","I really enjoyed these brownies. I was a little leary because of the frosting. I think my husband likes them but every time he eats one he complains that they are 'too fudgey.' As if there could be such a thing! A tip--wait until these are completely cooled before slicing. I didn't and I have some funky looking bronwies."
"70","5","OOOHHHH YUMMMY!!!!! I followed the recipe and changed the following : used 1/2 cup cocoa instead of 1/3, added 1/2 cup walnuts. I also skipped the frosting in an effort to cut back on the sugar. I added half cup of semi sweet chocolate to the mix. It was heavenly and totally satisfied my chocolate craving. Me and my husband had it polished off within 24 hours. Other variations? Add any of the following: 1/4 dried cherries, shot of raspberry flavoring, 1/2 cup walnuts or pecans or choc chips, 1/4 cranraisins, or 1/4 cup yogurt or white chocolate covered raisins."
"61","5","These are super. We don't bother with the frosting though, they don't need it. Many other reviewers say these are too cakey, that's not the fault of the recipe. Cakey-ness comes from how you make it. The trick with brownies is to mix the ingredients as little as possible, over mixing will result in a more fluffy, cake like brownie. My favorite thing about this recipe is there's only a pot and a wooden spoon to wash up when you're finished."
"54","5","***I was reading through reviews and noticed that some people had problems with the texture. I wanted to point out that if you use Dutch Process Cocoa or any baking cocoa that contains DP you'll have to check your baking powder. DP reacts different than regular coca and can create a really wierd texture and taste. I can't remember which way you go with the baking powder, but look it up. All cocoas are not interchangeable. Aside from that, I can't imagine why anyone would have any problems with this recipe! **Update-I regret finding this recipe! We make it a few times a week now, and they always come out perfect. The prep time is so minimal and an 8x8 pan disappears in minutes around here. Having brownies this good so often has to be unhealthy!** These came out great! We followed the recipe exactly, except omitted the icing. They really didn't need the frosting, just a great fudgy brownie. This recipe can be altered to suit anyone's tastes. I will try adding nuts later since my husband hates them. My three and four year olds helped me make these, we had a great time making these. This recipe was extremely easy to put together. Thanks!"
"53","4","For a truly fudgy brownie, don't use the cocoa powder, instead melt 3 ounces of unsweetened baking chocolate with the butter. And skip the baking powder altogether."
"43","5","These brownies were certainly rich and fudgy. My first three attempts did not come out all of that good in my oppinion but my children ABSOLUTELY LOVED them. I doubled the recipe and they came out like a runny fudge. This last time I didn't double the recipe but made it as the ingredients call for and baked them in a 9x9 inch pan. As for the frosting this final time I mixed in 3/4 cup of peanut butter in the frosting and heated it up on the stove. I think that I'll not buy any more boxed brownie mixes ever again after trying this recipe. The trick is not to expect a thick brownie. If you don't love chocolate don't try this recipe. My sons are requesting I only bake them for half of the time but I don't recommend it even though they'll come out like delectable fudge. You can't go wrong with this recipe and believe me I've made my mistakes with this recipe but my kiddoes ate all of those mistakes all up and loved every minute of it. JMO"
"40","5","I made this recipe twice, the first time I followed the recipe exactly, and they were very good. The next night, I tried my own variations and they were even better! Here is what I did: 1/2 cup cocoa instead of 1/3, 1/2 brown sugar, 1/2 white sugar, I added two squares of semi-sweet melted chocolate to the butter mixture, and omitted the baking soda. For the frosting, I melted the butter, and again I added a square of semi-sweet chocolate (melted), the honey, cocoa, and a splash of vanilla. I added the sugar and whipped with a hand mixer, to smooth it out a bit, I added a splash of milk in addition to more confectioners sugar. These were great!!!!"
"35","5","Delicious brownies! If you don't like chocolate or fudge then don't bother making it, otherwise you are in chocolate heaven!"
"33","5","they are great! but i twinked the recipe a lil to get some more fudgy brownies rather than cakey. to tell you the truth, i always used splenda and margarine for healthly...well healthier cooking/baking. i was convinced that there was something wrong, or this recipe just wasn't for me. but i tried one last time with butter and real sugar and they were to die for. then i started the tweaking. i did 1/2 cup white sugar and 1/2 cup brown sugar, makes it more chewy. then i increased cocoa powder from 1/3 cup to 1/2 cup. took out the baking powder to make it less cakey. if you really like fudgy brownies then do not mix fast, mix slowly and make sure you dont overmix. i didn't grease the pan and it seems stupid but it reduces the chance it gets burnt. my cooking time for these brownies were 20 give or take a few. and when you poke it, it'll seem incredibly soft, but after cooling they'll be just right! and i forgot to add salt. i'm not a very experienced baker so i don't know what it does, and so i don't know if that was good or bad. but these definetely are satisfying for cravings, and i prefer these over ben n jerry's when i'm down. i dont think i need to say any more!"
"33","5","These are the best brownies!! I made some modifications after reading prevous reviews: I used 1/2 cup white sugar and 1/2 cup brown sugar and cut out 2 tbsp of the butter. I also added 1 cup of nuts and 1 cup of chocolate chips. This is now the only brownie recipe I will use. They are delicious!"
"30","5","I just made the brownie part, not the frosting. This made just enough to fit into my Perfect Brownie Pan. 350* for thirty minutes was just right. Perfectly fudgy and absolutely what a brownie should taste like. I didn't have the ingredients to make the frosting this time, but next time, I'll try these with the frosting and re-review."
"29","4","Very good brownies! To make them dense, I partially dissolved the sugar in the melted butter before I added the eggs and extract. I also ensured I used no more than the 1/4 teaspoon baking powder, since it is a leavening agent...I wonder what would happen if the powder was omitted? Anyway, I'm gonna make these again!"
