helpfulCounts,ratings,reviewText
"1264","5","Baking a cake at a ridiculously low temperature (traditionally it's 350 degrees), then putting a hot cake right out of the oven into the freezer? What? I was tempted to simply bake this in the traditional manner, 350 degrees until done, then let cool on a wire rack. But I noticed the submitter's review, and she was so adamant about the unconventional baking temperature and cooling method that I thought to be fair to her I'd give it a try (especially since it was the rare occasion where I had enough room in the freezer for it). Well let me tell you, I don't know if the cake would have turned out any differently had I baked it in the traditional manner, but this was one, outstanding banana cake! To tell you the truth, I was surprised. It is not uncommon for these types of cakes to be dry or not to be baked through. But this one has a soft outer crust, not overly browned, and a moist, tender interior. It was fun to give this unusual set of directions a try and I'm glad I did. Other than make a half recipe in an 8x8' pan and adjusting the baking time accordingly, I followed the directions exactly and was not disappointed. Now that I've had the first piece I can't wait to share it! The added perk was that because the cake is cooled in the freezer, you can bake and serve this in no time! The frosting is a tried and true cream cheese frosting, and topped with a sprinkle of finely chopped nuts, this was just a simply delicious and beautiful cake."
"793","5","This is my recipe, the temperature is not a mistake in the directions. It is to bake at a slow rate to keep the cake moist. This recipe has been made by tons of friends of mine over and over, not one of them has had a problem with the directions, temperature, or the ingredients. Check your oven temperature with a thermometer, also use the correct size pan. It all makes a difference!!! Pyrex pans are freezer to oven...their claim to fame when first on the market...that dates me, I guess."
"359","5","To anyone reading this, do not hesitate to make this cake. I think the cooking temperature and placing it in the freezer after baking is what makes this cake outstanding. I myself made a couple of changes. 1.) I did not have buttermilk, so I used regular milk and added 1.5 tablespoons of vinegar to make it comparable to buttermilk. 2.) I had 4 large bananas so I used all of them, (I did not use lemon juice) 3) I used 2 cups of white sugar and 1/4c of brown sugar 4) I used about another additional tablespoon of vanilla. 5) I had to bake it a LOT, LOT longer than the recipe calls for. Every oven is different, so just keep checking it and don't rush it. 6. I only used 2 cups of conf. sugar in the icing. Just add the sugar by the cup and check taste after every one and stop adding it when the flavor is the way you like it. It is worth the extra time. I know I could have won a cake cook-off with this one."
"123","5","This is my first banana cake and I followed the recipe exactly. Boy am I glad I did! This is so moist and delicious!!!! I topped it with 1/2 cup of finely chopped walnuts which is the only thing I would add. I was a bit skeptical about cooking a cake at 275 and then putting it in the freezer. I never heard of such a thing. Please follow the directions, you'll be glad you did. For me it took 1 hour and 10 minutes until the toothpick came out clean. Maybe that's where people are having trouble - taking the cake out of the oven before it's done and then putting it in the freezer. I made the icing while the cake was cooling in the freezer. I topped it with the icing and nuts and then stuck it in the refrigerator to have after dinner. I will definitely make this again!"
"104","4","A WOW!!! cake - brilliantly easy and simply scrumptious! At this time of posting, it is hardpressed to keep the remaining half for dear hubby when he gets home later, lol; the children - who vehemently declared not liking banana cake, groaned and moaned their pleasure and this will now be THE banana cake recipe with us. The changes after reading all the reviews (thank you to all) are: decreased the sugar to 1 cup using (packed) brown sugar, increased bananas to 1 3/4 cups, used self-raising flour with 1 teaspoon baking powder, omitted the salt, doubled the vanilla and baked it for 40 minutes at 325 degrees. Tried freezing but 10 minutes only just to cool it down quick smart; the cake is moist even without freezing it for the stated time ... I have the proof ;) so to 'speak', lol. And I sprinkled a bit of chocolate rice on one side, left the middle plain and chopped pecans on the last 'division' ... and served the cake with homemade caramel sauce. With the decreased amount of sugar, this is just right. We loved the plain or with pecans, but not chocolate rice, maybe either some cocoa powder or melted chocolate would be better. Kept the cream cheese frosting for my carrot cake. Thanks to both Cindy and her friend who shared the recipe with us here. Good one."
"98","5","I always make a recipe the first time without any changes. This was 'country good', however this is more like a light banana bread in texture than that of cake, REAL HEAVY. By the second day we scraped the frosting off and just ate the cake. As with all cakes I bake 300 degrees seems to make a more tender cake. This batter goes from jiggly center to done quickly and may need more oven time than the recipe called for."
"83","5","I didn't think that a better recipe existed besides my grandmother's, but boy was I wrong! This banana cake was unbelievable. I took it to a family dinner and got rave reviews. Was told that this is the best banana cake ever had by one guest and my grandfather said he would even eat it without the icing! I followed the recipe pretty closely although I did take other's advice and bake for about 45 minutes on 325. Threw it straight in the freezer for 45 minutes afterwards. Delicious icing- even my husband, a serious icing critic, loved this! Plenty of icing left that I put in the freezer for maybe cinnamon rolls one morning. Excellent dessert Cindy and thank you for sharing this with us all!"
"65","4","I think the baking temp should be 375 instead of 275 as listed here. After 1 hour at 275 it was not even close to being done."
"58","5","THIS WAS DELICIOUS! I BAKED IT AT 375 DEGREES FOR 45 MIN. AND DIDN'T EVEN PUT IT IN THE FREEZER LIKE THE RECIPE SAID TO BUT IT WAS STILL MOIST. I'M SURE I'LL BE MAKING THIS ONE AGAIN.BIG HIT AT MY CHURCH GROUP!"
"47","5","I took a detour and baked this in cupcakes instead of a 9x13 pan. I filled 30 cupcakes and baked at 300 degrees for 35 minutes. I stuck these in a freezer for 30 minutes. I made the cream cheese frosting, spread it on the cupcakes, and topped it all with a sprinkle of chopped walnuts. The results were thirty beautiful and delicious cupcakes! All of the cupcakes formed an even round top with a nice light color, not dark brown. This is a truly moist, banana-y cupcake! The texture of the cake is light, tender and very tasty. The frosting is creamy and not overly sweet. It is the perfect amount of frosting to cover this cake. From the beginning to the end I had no problems. And thou I baked this in cupcake form I still used a lower temperature baking method. I can't wait to show these off tonight!!"
"47","5","This cake is absolutely delicious!!! My husband and kids loved it. Very moist and flavorful. Perfect for a child's birthday party."
"44","5","I have made this recipe many times and it is wonderful. Frost with a homemade caramel frosting and it is out of this world. Frosting: 1/3 cup butter, 1/4 cup milk, 1 cup brown sugar, 2 cups powdered sugar and 1 tsp vanilla. Combine butter, milk and brown sugar. Cook over medium heat for a few minutes after mixture begins to boil. Beat in powdered sugar and vanilla. Pour over cake."
"32","3","The cake is just OK. The cooking time was 30 plus minutes off. The cake was too sweet, heavy,and not quite what I expect out of a cake. I like trying new recipes, so I am glad I tried it, but it is the end of the road for this one. I will find another recipe to use up bananas in the future."
"31","4","This cake is excellent! The only reason I am not giving it 5 stars is because it took a lot longer than 1 hour to bake - but maybe it's because of my oven. As far as final taste and texture it is definitely a 5 star recipe! Anyway it was moist and very light. I am not sure why some reviewers are comparing it to banana bread and saying it was heavy. I have made this 2X and both times it came out very light! I added an little extra banana and I mixed it with a stand up mixer - fabulous! We didn't even have time to frost it - it was gone within minutes of coming out of the freezer!"
"31","5","Had a few bananas left over that had ripened; so I decided to bake a banana cake. Unfortunately, I didn't have a recipe for it. So I went to the web/search engine and found this site. I wanted the easiest and quickest recipe and found this one. And I must say that this is the best, moist, and tastiest banana cake recipe I've ever tasted!    I was in a hurry, so I didn't have time to wait for the butter to soften, so I used three quarter cup of 'Crisco Butter Flavored Vegetable Shortening' with 6 tsp. water (which also help eliminate the need to put the cake in the freezer to stay moist).  I used this recipe to make banana cupcakes using paper muffin cups and a (1 dozen count) muffin pan - let bake in oven for 30 to 33 minutes.   Thanks Cindy Carnes for such a delicious banana cake recipe!"
"30","5","This is very flavorful, not too light and not too dense. Perfect sweetness. I really appreciate recipes that call for a measured amount of mashed bananas rather than leaving me to guess what 'medium banana' means. I have a double oven so, just for fun, I baked half of the cake as directed and half at 350 degrees and let cool on the counter. There were 6 people testing and we found no discernible difference between the two at all. No need to clean out your freezer to make this. Either way- it's delicious."
"26","5","This is my second review of this recipe. Yummmm! This time I made cupcakes. They were delicious. I halved the recipe and it made 16 regular muffin tin size cup cakes. You need to fill the wrapper almost to the top because they don't rise as much as regular cake and they are hard to frost if they don't rise above the lip of the wrapper. cook time was 35 minutes and I put in freezer for 20 minutes (that was perfect). I could frost immediately afterwards. 1/2 the frosting recipe was exactly enough to frost all the cupcakes. Last tip- I did not have buttermilk this time so I had to substitute - the ratio is 1 tablespoon of lemon juice (or vinegar- but I used the lemon juice) to 1 cup of milk and let it sit for 6 minutes. The flavor was just as good as with the buttermilk and the cakes were still as moist. One last thing, this cake is much prettier as cupcakes. Even kids just gobble this cake up."
"18","5","This cake was delicious! I didn't have ingredients on hand to make the frosting - and the cake tastes fine without the frosting. Also, instead of using buttermilk I used non-fat milk, and the cake came out great, very moist and has a lighter texture than banana bread, heavier texture than cake. Great cake!"
